id,fecha,centro_atencion_turistica,barrio,comuna,pasajeros,pais_residencia_si_extranjero,otro_pais_residencia_si_extranjero,provincia_residencia_si_argentino,pernoctaciones,medio_transporte_llegada,alojamiento,otro_alojamiento,barrio,otro_barrio,primera_vez,motivo_viaje,otro_motivo_viaje,motivo_consulta,otro_motivo_consulta
842,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,Santiago del Estero,4,Avión,Hotel,,San Nicolás,,No,,,Mapas Orientacion instalaciones,
843,2017-01-04,retiro2,RETIRO,COMUNA 1,4,Francia,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion sube,
844,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,4,Paraguay,,,4,Avión,Hotel,,San Nicolás,,Sí,,,Mapas Orientacion,
845,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
846,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
847,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
848,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
849,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
850,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,Estados Unidos,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion barrios parques,
851,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
852,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
853,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
854,2017-01-04,retiro2,RETIRO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
855,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
856,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
857,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,3,Alemania,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion barrios,
858,2017-01-04,aeroparque2,PALERMO,COMUNA 14,1,Francia,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion sube,
859,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,1,Brasil,,,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
860,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion bicicletas surf visitas,
861,2017-01-04,retiro2,RETIRO,COMUNA 1,2,Brasil,,,9,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion que_hacer,
862,2017-01-04,caminito2,BOCA,COMUNA 4,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas agenda_cultural,
863,2017-01-04,caminito2,BOCA,COMUNA 4,2,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas atractivos,
864,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,1,,,Córdoba,8,No especifica,,,,,No especifica,No especifica,,Mapas atractivos barrios,
865,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,1,Brasil,,,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
866,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,Alemania,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion parques,
867,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,Colombia,,,6,Avión,Hotel,,San Nicolás,,Sí,,,Mapas Orientacion surf,
868,2017-01-04,retiro2,RETIRO,COMUNA 1,2,,,Santa Fe,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
869,2017-01-04,planetario,PALERMO,COMUNA 14,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
870,2017-01-04,planetario,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
871,2017-01-04,retiro2,RETIRO,COMUNA 1,1,Brasil,,,8,No especifica,,,,,No especifica,No especifica,,Orientacion,
872,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,1,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
873,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos visitas,
874,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,Venezuela,,,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos visitas,
875,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,Reino Unido,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos visitas,
876,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,8,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos museos parques visitas,
877,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,,,Santa Fe,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos museos parques que_hacer visitas,
878,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,1,,,Santa Fe,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion agenda_cultural atractivos bicicletas museos parques que_hacer visitas,
879,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,1,Brasil,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion agenda_cultural apps atractivos museos parques que_hacer visitas,
880,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,3,Brasil,,,10,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos museos parques que_hacer visitas,
881,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,,,Santa Fe,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion bicicletas,
882,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,1,Otro país de residencia si es extranjero,Irlanda,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos museos parques que_hacer,
883,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos museos parques que_hacer visitas,
884,2017-01-04,hub2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
885,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,Italia,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion arte_arquitectura atractivos barrios info_arg,
886,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,Colombia,,,4,No especifica,,,,,No especifica,No especifica,,Mapas,
887,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,Otro país de residencia si es extranjero,Croacia,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
888,2017-01-04,recoleta2,RECOLETA,COMUNA 2,5,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Bus Mapas Orientacion,
889,2017-01-04,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,3,Avión,Hotel,,Recoleta,,No especifica,Vacaciones / Ocio / Recreación ,,Bus Mapas Orientacion sube,
890,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,Australia,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
891,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,5,Colombia,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion barrios instalaciones,
892,2017-01-04,recoleta2,RECOLETA,COMUNA 2,2,España,,,2,No especifica,,,,,No especifica,No especifica,,Bus Mapas Orientacion sube,
893,2017-01-04,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Bus Mapas Orientacion,
894,2017-01-04,recoleta2,RECOLETA,COMUNA 2,2,España,,,6,No especifica,,,,,No especifica,No especifica,,Bus Mapas Orientacion,
895,2017-01-04,recoleta2,RECOLETA,COMUNA 2,6,Estados Unidos,,,2,No especifica,,,,,No especifica,No especifica,,Bus Mapas,
896,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,Italia,,,3,Avión,Hotel,,San Nicolás,,Sí,,,Mapas Orientacion barrios que_hacer,
897,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,Córdoba,5,No especifica,,,,,No especifica,No especifica,,Bus Mapas Orientacion bicicletas,
898,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,Santa Cruz,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion instalaciones,
899,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Orientacion compras,
900,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,,,Córdoba,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
901,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,,,Córdoba,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos compras que_hacer visitas,
902,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
903,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
904,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Colombia,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Mapas,
905,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
906,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,,,Córdoba,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
907,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
908,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,Córdoba,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
909,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
910,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
911,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
912,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
913,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,Francia,,,,Avión,No pernocta en Buenos Aires,,,,No,,,Bus Mapas,
914,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,6,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
915,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
916,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Italia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
917,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
918,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
919,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
920,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
921,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
922,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
923,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Bus,
924,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,agencias,
925,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
926,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
927,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
928,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
929,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,5,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
930,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
931,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,5,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
932,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion sube,
933,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
934,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
935,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
936,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
937,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
938,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
939,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
940,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
941,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
942,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
943,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
944,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
945,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
946,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
947,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
948,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
949,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
950,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
951,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
952,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,instalaciones,
953,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
954,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Uruguay,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
955,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,compras,
956,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
957,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
958,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
959,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Italia,,,3,Avión,Hotel,,Palermo,,No especifica,Vacaciones / Ocio / Recreación ,,Mapas Orientacion bancos,
960,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,España,,,4,Avión,Hotel,,San Telmo,,No especifica,Vacaciones / Ocio / Recreación ,,Mapas Orientacion atractivos info_arg museos,
961,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Bus Mapas,
962,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
963,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,Brasil,,,4,No especifica,,,,,No especifica,No especifica,,Bus Orientacion bicicletas,
964,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,4,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Bus Orientacion,
965,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Canadá,,,3,No especifica,,,,,No especifica,No especifica,,Bus Mapas,
966,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
967,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
968,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Canadá,,,3,No especifica,,,,,No especifica,No especifica,,Bus Orientacion,
969,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Estados Unidos,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Mapas Orientacion,
970,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
971,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
972,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,4,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
973,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
974,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
975,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,agencias,
976,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion organismos,
977,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
978,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
979,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion info_uru,
980,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
981,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,agencias,
982,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
983,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion barrios,
984,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
985,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,Avión,No pernocta en Buenos Aires,,,,Sí,,,Mapas,
986,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
987,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,1,España,,,2,No especifica,,,,,No especifica,No especifica,,Orientacion info_uru,
988,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Uruguay,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
989,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion alrededores tango,
990,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
991,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,3,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas instalaciones,
992,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas que_hacer,
993,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
994,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
995,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
996,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
997,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos que_hacer,
998,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
999,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,Estados Unidos,,,6,No especifica,,,,,No especifica,No especifica,,Mapas,
1000,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
1001,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
1002,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
1003,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
1004,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,Alemania,,,3,Avión,Hotel,,Montserrat,,Sí,,,Mapas Orientacion sube,
1005,2017-01-04,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,3,Avión,Hotel,,San Nicolás,,Sí,,,Mapas Orientacion,
1006,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
1007,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion literario,
1008,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,3,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Orientacion atractivos,
1009,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
1010,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
1011,2017-01-04,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
