id,fecha,centro_atencion_turistica,barrio,comuna,pasajeros,pais_residencia_si_extranjero,otro_pais_residencia_si_extranjero,provincia_residencia_si_argentino,pernoctaciones,medio_transporte_llegada,alojamiento,otro_alojamiento,barrio,otro_barrio,primera_vez,motivo_viaje,otro_motivo_viaje,motivo_consulta,otro_motivo_consulta
330,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
331,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,4,,,Neuquén,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion barrios,
332,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
333,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,1,No especifica,,,,,No especifica,No especifica,,Bus,
334,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas barrios,
335,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Alemania,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
336,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
337,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
338,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Australia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
339,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,instalaciones,
340,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,que_hacer,
341,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,Australia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
342,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion visitas,
343,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bancos,
344,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
345,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas atractivos,
346,2017-01-02,recoleta2,RECOLETA,COMUNA 2,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
347,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,Costa Rica,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,barrios,
348,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
349,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,4,Chile,,,5,No especifica,,,,,No especifica,No especifica,,museos,
350,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Canadá,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
351,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
352,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,Misiones,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,visitas,
353,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Bolivia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
354,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Tierra del Fuego,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
355,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Ecuador,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
356,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
357,2017-01-02,caminito2,BOCA,COMUNA 4,6,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion museos que_hacer,
358,2017-01-02,caminito2,BOCA,COMUNA 4,1,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
359,2017-01-02,planetario,PALERMO,COMUNA 14,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,instalaciones,
360,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Colombia,,,10,No especifica,,,,,No especifica,No especifica,,Bus Mapas info_uru parques que_hacer,
361,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Uruguay,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas visitas,
362,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,Chile,,,3,No especifica,,,,,No especifica,No especifica,,Mapas que_hacer,
363,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
364,2017-01-02,planetario,PALERMO,COMUNA 14,3,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion atractivos,
365,2017-01-02,planetario,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
366,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Rio Negro,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
367,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,España,,,5,Avión,Vivienda de familia o amigos,,San Nicolás,,No especifica,Vacaciones / Ocio / Recreación ,,Mapas Orientacion tango,
368,2017-01-02,caminito2,BOCA,COMUNA 4,2,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion sube,
369,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,España,,,5,Avión,Hotel,,Recoleta,,No,,,Mapas Orientacion,
370,2017-01-02,planetario,PALERMO,COMUNA 14,1,Paraguay,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
371,2017-01-02,planetario,PALERMO,COMUNA 14,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
372,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
373,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,compras,
374,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,Australia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
375,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,2,Colombia,,,2,No especifica,,,,,No especifica,No especifica,,Mapas barrios,
376,2017-01-02,planetario,PALERMO,COMUNA 14,4,Colombia,,,8,Avión,Hotel,,Palermo,,Sí,,,atractivos museos,
377,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas instalaciones,
378,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,compras,
379,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,compras,
380,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Colombia,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion alrededores atractivos museos que_hacer tango nocturna,
381,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas instalaciones,
382,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
383,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
384,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
385,2017-01-02,recoleta2,RECOLETA,COMUNA 2,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,alrededores,
386,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
387,2017-01-02,aeroparque2,PALERMO,COMUNA 14,1,,,Provincia de Buenos Aires,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
388,2017-01-02,aeroparque2,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
389,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,2,,,Córdoba,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion museos,
390,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,6,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion apps atractivos barrios museos que_hacer visitas,
391,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,6,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos visitas,
392,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,3,Chile,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion apps atractivos barrios visitas,
393,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos instalaciones,
394,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Estados Unidos,,,1,Avión,Hotel,,San Nicolás,,Sí,,,Mapas Orientacion,
395,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,instalaciones,
396,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
397,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,Ecuador,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
398,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Noruega,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
399,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,Provincia de Buenos Aires,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
400,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
401,2017-01-02,recoleta2,RECOLETA,COMUNA 2,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas que_hacer,
402,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,Canadá,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
403,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,2,,,La Pampa,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,sube,
404,2017-01-02,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
405,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
406,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
407,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
408,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,3,España,,,8,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion gastro,
409,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,barrios,
410,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,6,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
411,2017-01-02,hub2,SAN NICOLAS,COMUNA 1,8,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos,
412,2017-01-02,planetario,PALERMO,COMUNA 14,2,,,Provincia de Buenos Aires,30,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios museos visitas,
413,2017-01-02,planetario,PALERMO,COMUNA 14,2,Brasil,,,10,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos museos,
414,2017-01-02,planetario,PALERMO,COMUNA 14,1,Chile,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
415,2017-01-02,planetario,PALERMO,COMUNA 14,1,,,Salta,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,instalaciones,
416,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,1,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
417,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion barrios gastro info_uru que_hacer,
418,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion bancos que_hacer instalaciones visitas,
419,2017-01-02,recoleta2,RECOLETA,COMUNA 2,4,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,que_hacer,
420,2017-01-02,recoleta2,RECOLETA,COMUNA 2,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,atractivos,
421,2017-01-02,puertomadero2,PUERTO MADERO,COMUNA 1,2,Bolivia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas bicicletas,
422,2017-01-02,planetario,PALERMO,COMUNA 14,2,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Mapas atractivos museos visitas,
423,2017-01-02,planetario,PALERMO,COMUNA 14,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
424,2017-01-02,recoleta2,RECOLETA,COMUNA 2,3,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas gastro que_hacer tango,
425,2017-01-03,retiro,RETIRO,COMUNA 1,1,,,Córdoba,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion sube organismos,
426,2017-01-03,retiro,RETIRO,COMUNA 1,1,,,Entre Ríos,2,No especifica,,,,,No especifica,No especifica,,Mapas,
427,2017-01-03,retiro,RETIRO,COMUNA 1,2,Israel,,,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion alrededores info_arg info_uru,
428,2017-01-03,retiro,RETIRO,COMUNA 1,1,,,Provincia de Buenos Aires,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
429,2017-01-03,retiro,RETIRO,COMUNA 1,2,Israel,,,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,pax_transito instalaciones,
430,2017-01-03,retiro,RETIRO,COMUNA 1,2,,,Santa Fe,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
431,2017-01-03,retiro,RETIRO,COMUNA 1,2,,,Santa Fe,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion sube,
432,2017-01-03,retiro,RETIRO,COMUNA 1,3,,,Mendoza,1,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
433,2017-01-03,retiro,RETIRO,COMUNA 1,1,,,Santa Fe,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
434,2017-01-03,aeroparque2,PALERMO,COMUNA 14,1,Brasil,,,5,Avión,,,,,No especifica,No especifica,,Mapas Orientacion,
435,2017-01-03,retiro,RETIRO,COMUNA 1,1,,,Tucumán,2,Ómnibus/ Colectivo de larga distancia,Hotel,,San Telmo,,No,,,Mapas Orientacion,
436,2017-01-03,retiro,RETIRO,COMUNA 1,1,Bolivia,,,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
437,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Otro país de residencia si es extranjero,Rusia,,3,No especifica,,,,,No especifica,No especifica,,Bus,
438,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,3,No especifica,,,,,No especifica,No especifica,,Bus,
439,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,otros,Punto verde - bolsas
440,2017-01-03,recoleta2,RECOLETA,COMUNA 2,3,Brasil,,,5,Avión,Hotel,,Recoleta,,No especifica,Vacaciones / Ocio / Recreación ,,Bus Mapas,
441,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,6,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion visitas,
442,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,3,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,visitas,
443,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,España,,,5,No especifica,,,,,No especifica,No especifica,,visitas,
444,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,5,España,,,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos visitas,
445,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,5,Avión,Hotel,,Retiro,,Sí,,,Mapas Orientacion instalaciones visitas,
446,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,3,,,Provincia de Buenos Aires,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion barrios,
447,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
448,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Mapas info_uru otros,Pronóstico del tiempo
449,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,1,España,,,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos museos parques visitas,
450,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion agenda_cultural atractivos visitas,
451,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,atractivos visitas,
452,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,6,,,Catamarca,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion agenda_cultural atractivos museos parques visitas,
453,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Alemania,,,10,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
454,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,2,Italia,,,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos visitas,
455,2017-01-03,hub2,SAN NICOLAS,COMUNA 1,1,Costa Rica,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion atractivos,
456,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,3,,,Santa Fe,5,No especifica,,,,,No especifica,No especifica,,Mapas,
457,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,Alemania,,,2,Avión,Hotel,,Palermo,,Sí,,,Mapas Orientacion sube,
458,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Francia,,,5,Avión,Vivienda de familia o amigos,,Recoleta,,No especifica,Vacaciones / Ocio / Recreación ,,Bus Mapas Orientacion,
459,2017-01-03,recoleta2,RECOLETA,COMUNA 2,3,Estados Unidos,,,5,No especifica,,,,,No especifica,No especifica,,Bus,
460,2017-01-03,retiro,RETIRO,COMUNA 1,3,Brasil,,,4,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
461,2017-01-03,retiro,RETIRO,COMUNA 1,3,,,San Luis,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion sube,
462,2017-01-03,retiro,RETIRO,COMUNA 1,1,,,Santa Fe,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
463,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,3,Francia,,,3,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion alrededores,
464,2017-01-03,retiro,RETIRO,COMUNA 1,1,Perú,,,0,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
465,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion apps surf,
466,2017-01-03,retiro,RETIRO,COMUNA 1,2,,,Catamarca,7,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
467,2017-01-03,retiro,RETIRO,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
468,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,,,Corrientes,3,No especifica,,,,,No especifica,No especifica,,Mapas barrios,
469,2017-01-03,retiro,RETIRO,COMUNA 1,2,,,Mendoza,2,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion,
470,2017-01-03,puertomadero2,PUERTO MADERO,COMUNA 1,2,Italia,,,5,No especifica,,,,,No especifica,No especifica,,Mapas,
471,2017-01-03,retiro,RETIRO,COMUNA 1,2,,,Neuquén,1,No especifica,,,,,No especifica,No especifica,,sube,
472,2017-01-03,recoleta2,RECOLETA,COMUNA 2,4,Estados Unidos,,,2,No especifica,,,,,No especifica,No especifica,,bancos,
473,2017-01-03,recoleta2,RECOLETA,COMUNA 2,1,Brasil,,,2,No especifica,,,,,No especifica,No especifica,,Bus,
474,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Brasil,,,5,No especifica,,,,,No especifica,No especifica,,Mapas Orientacion museos,
475,2017-01-03,recoleta2,RECOLETA,COMUNA 2,2,Francia,,,8,No especifica,,,,,No especifica,No especifica,,Bus Mapas Orientacion sube bancos,
476,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
477,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
478,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
479,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Perú,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion organismos,
480,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,3,Ecuador,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas Orientacion barrios,
481,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
482,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
483,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,bicicletas,
484,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Bolivia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
485,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,China,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
486,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Reino Unido,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
487,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas visitas,
488,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Estados Unidos,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
489,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,apps,
490,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,Francia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion,
491,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
492,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,5,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
493,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
494,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
495,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
496,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Brasil,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus,
497,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,,,AMBA,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Orientacion,
498,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,4,,,Córdoba,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas Orientacion atractivos barrios,
499,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,1,España,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
500,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,2,Colombia,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Mapas,
501,2017-01-03,florida2,SAN NICOLAS,COMUNA 1,5,Chile,,,,No especifica,No pernocta en Buenos Aires,,,,No especifica,No especifica,,Bus Mapas,
